"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28"
"1",254.099216078768,0.0405272447684226,0.00437442418895088,0.00356077970798692,-0.00430146129373952,-0.139851761092637,0.251614637452099,-0.113639548159898,0.101657443734231,-0.0211260214301815,-0.233909123367065,-0.664902138666217,0.00523420651567028,0.0143834530801158,-0.00261997271896265,-0.00678842877976221,0.000328001270465333,0.000319245675465772,-0.0412803092379726,0.291176010172615,-0.0398504901862421,0.014001771199501,0.0292963715729366,-0.000509797998841112,0.446722137706086,0.00689348364067074,-0.0060610052504767,0.00235632636253145
