"","c__Gammaproteobacteria","f__Enterobacteriaceae","o__Enterobacteriales","f__Prevotellaceae","f__Paraprevotellaceae","f__Myxococcales.0319.6G20","s__Myxococcales.sp","c__Lentisphaeria","o__Victivallales","p__Lentisphaerae","g__Streptococcus","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__Paraprevotella","g__Blautia","g__Erysipelotrichaceae.cc_115","s__Erysipelotrichaceae.cc_115.sp","s__symbiosum","s__Desulfovibrionaceae.sp","g__Desulfovibrionaceae.unidentified","f__Brevibacteriaceae","s__Brevibacterium.sp","s__ramosum","s__Sphingomonas.sp","s__Tepidimonas.sp","f__Microbacteriaceae","g__Tepidimonas","s__hathewayi","g__Staphylococcus","s__adolescentis","g__Rothia","s__citroniae","s__mucilaginosa","s__distasonis","g__Actinomyces","s__Actinomyces","s__stutzeri","o__Alteromonadales","g__Shewanella","f__Shewanellaceae","c__Bacilli","s__Roseburia.sp","s__Parvimonas.sp","g__Parvimonas","s__fragilis"
"g__Desulfovibrionaceae.unidentified",0.634613364250753,0.943989911896996,0.943989911896996,0.0735005201828041,0.775041497129622,0.147183835281635,0.109504737870386,0.198117755993741,0.198117755993741,0.198117755993741,0.171434205251496,0.0294301843755855,0.0294301843755855,0.0294301843755855,0.011631459500371,0.452448126194868,0.00240230593257218,0.00240230593257218,0.108902009417939,0,NA,0.335922805032037,0.335922805032037,0.487597956592873,0.939306954768378,0.4123053086565,0.951810677781595,0.4123053086565,0.109278767262295,0.108426110537124,0.353533324070727,0.656287771508824,0.0391902421520207,0.656287771508824,0.939306954768378,0.171640399393799,0.171640399393799,0.335922805032037,0.0799752155760973,0.335922805032037,0.335922805032037,0.0532232143170344,0.256280714740235,0.593616915039855,0.593616915039855,0.0790948884077958
"f__Brevibacteriaceae",0.00944077762939521,0.651465896372361,0.651465896372361,0.74098190326931,0.492837598149327,0.382974921510754,0.589371314696057,0.336421553614475,0.336421553614475,0.336421553614475,0.0354841684388996,0.571208122231359,0.571208122231359,0.571208122231359,0.335922805032037,0.320634354605693,0.492976564463154,0.492976564463154,0.816658714670535,0.335922805032037,0.335922805032037,NA,0,0.960881870462983,0.00318385077678407,0.108089330198497,0.371768597461912,0.108089330198497,0.336421553614475,0.00347827303610049,0.763632639490637,0.889390775174381,0.485606059333179,0.889390775174381,0.492420020343732,0.102787446950185,0.102787446950185,0.55983465070561,0.112009811451648,0.168303768041176,0.168303768041176,0.0182099715526789,0.00318385077678407,0.745532012078822,0.745532012078822,0.927463082806888
"s__Brevibacterium.sp",0.00944077762939521,0.651465896372361,0.651465896372361,0.74098190326931,0.492837598149327,0.382974921510754,0.589371314696057,0.336421553614475,0.336421553614475,0.336421553614475,0.0354841684388996,0.571208122231359,0.571208122231359,0.571208122231359,0.335922805032037,0.320634354605693,0.492976564463154,0.492976564463154,0.816658714670535,0.335922805032037,0.335922805032037,0,NA,0.960881870462983,0.00318385077678407,0.108089330198497,0.371768597461912,0.108089330198497,0.336421553614475,0.00347827303610049,0.763632639490637,0.889390775174381,0.485606059333179,0.889390775174381,0.492420020343732,0.102787446950185,0.102787446950185,0.55983465070561,0.112009811451648,0.168303768041176,0.168303768041176,0.0182099715526789,0.00318385077678407,0.745532012078822,0.745532012078822,0.927463082806888
"s__ramosum",0.160277290865182,0.0799465721036425,0.0799465721036425,0.168173002969869,0.216013714293668,0.408545084752661,0.291806995637429,0.432445930986294,0.432445930986294,0.432445930986294,0.404272836413585,0.274105720794635,0.274105720794635,0.274105720794635,0.447852998360537,0.70108150868593,0.216164173744972,0.216164173744972,0.98704511640838,0.487597956592873,0.487597956592873,0.960881870462983,0.960881870462983,NA,0.210199302246314,0.971859078067556,0.640538827965502,0.971859078067556,0.883909490989061,0.882336530563871,0.830867521365288,0.395283717202777,0.396193479890271,0.395283717202777,0.944214762586501,0.938419438439232,0.938419438439232,0.960881870462983,0.620295421183322,0.148864366455146,0.148864366455146,0.481609908722366,0.896737997607885,0.561174259735052,0.561174259735052,0.0129061006488023
"s__Sphingomonas.sp",0.34608811875268,0.906511166084142,0.906511166084142,0.121959536982776,0.419226579409593,0.303646660644443,0.845574145128976,0.256774869155712,0.256774869155712,0.256774869155712,0.44919633441661,0.715331344961954,0.715331344961954,0.715331344961954,0.256280714740235,0.876408513927312,0.41937651312539,0.41937651312539,0.939306954768378,0.939306954768378,0.939306954768378,0.00318385077678407,0.00318385077678407,0.210199302246314,NA,0.0321055201851665,0.56460029862433,0.0321055201851665,0.908627005078934,0.0685187902063522,0.451517439757976,0.0853203776276545,0.303384453276949,0.0853203776276545,0.544171907725719,0.0123468094539294,0.0123468094539294,0.275643611067018,0.016305023586199,0.301430990643587,0.301430990643587,0.248569166759717,4.38473932895533e-06,0.70263983403637,0.70263983403637,0.315818229197103
"s__Tepidimonas.sp",0.365601253761243,0.563134413642353,0.563134413642353,0.0842130169613873,0.884479784788034,0.764420667923067,0.492675182101991,0.286215373400771,0.286215373400771,0.286215373400771,0.286991639949296,0.0226993669144735,0.0226993669144735,0.0226993669144735,0.300005654290258,0.0205823343185814,0.180386215212561,0.180386215212561,0.626651111831523,0.4123053086565,0.4123053086565,0.108089330198497,0.108089330198497,0.971859078067556,0.0321055201851665,NA,0.300913688362871,0,0.755887152005947,0.00434991443404353,0.85518873411065,0.628559495986412,0.689287789015934,0.628559495986412,0.432351423003309,0.000907953947051565,0.000907953947051565,0.361242511458892,0.0503292860827345,0.0115435296137725,0.0115435296137725,0.0824834834322745,0.0321055201851665,0.117729511466508,0.117729511466508,0.399620015091067
"f__Microbacteriaceae",0.278132356662661,0.366807352760255,0.366807352760255,0.770115857190595,0.642085822162601,0.576052693137094,0.996894273750793,0.721980429013253,0.721980429013253,0.721980429013253,0.780343771877515,0.422496024000329,0.422496024000329,0.422496024000329,0.863757956435462,0.527407398156054,0.408579415194479,0.408579415194479,0.999222305744262,0.951810677781595,0.951810677781595,0.371768597461912,0.371768597461912,0.640538827965502,0.56460029862433,0.300913688362871,NA,0.300913688362871,0.378546757539146,0.311231961760988,0.197539993106087,0.88314703959176,0.569459285342085,0.88314703959176,0.976605094934006,0.965590886514825,0.965590886514825,0.151119102674529,0.0251069192911355,0.104862966217071,0.104862966217071,0.762567469820765,0.56460029862433,0.529866688929584,0.529866688929584,0.53738266620526
"g__Tepidimonas",0.365601253761243,0.563134413642353,0.563134413642353,0.0842130169613873,0.884479784788034,0.764420667923067,0.492675182101991,0.286215373400771,0.286215373400771,0.286215373400771,0.286991639949296,0.0226993669144735,0.0226993669144735,0.0226993669144735,0.300005654290258,0.0205823343185814,0.180386215212561,0.180386215212561,0.626651111831523,0.4123053086565,0.4123053086565,0.108089330198497,0.108089330198497,0.971859078067556,0.0321055201851665,0,0.300913688362871,NA,0.755887152005947,0.00434991443404353,0.85518873411065,0.628559495986412,0.689287789015934,0.628559495986412,0.432351423003309,0.000907953947051565,0.000907953947051565,0.361242511458892,0.0503292860827345,0.0115435296137725,0.0115435296137725,0.0824834834322745,0.0321055201851665,0.117729511466508,0.117729511466508,0.399620015091067
"s__hathewayi",0.0569502964120749,0.109656114592845,0.109656114592845,0.3503734509118,0.257240952555618,0.508518460554561,0.38018905515029,0.734985774273899,0.734985774273899,0.734985774273899,0.647406716085606,0.78419951847639,0.78419951847639,0.78419951847639,0.595103462088057,0.965309577701246,0.917201666802877,0.917201666802877,0.145968941901991,0.109278767262295,0.109278767262295,0.336421553614475,0.336421553614475,0.883909490989061,0.908627005078934,0.755887152005947,0.378546757539146,0.755887152005947,NA,0.857935270214188,0.0173060530475713,0.957099053324426,0.0410115509044378,0.957099053324426,0.908627005078934,0.44576623343468,0.44576623343468,0.759683836045894,0.759536265611531,0.882099536619919,0.882099536619919,0.542850523717378,0.908627005078934,0.0598264567965239,0.0598264567965239,0.322816825939289
"g__Staphylococcus",0.0115861077488182,0.138916684712129,0.138916684712129,0.36462425102241,0.516958485410712,0.966791842930607,0.425682654803299,0.206060001352329,0.206060001352329,0.206060001352329,0.00136605152406188,0.205146613906777,0.205146613906777,0.205146613906777,0.395296722119067,0.022684162881665,0.122749622647689,0.122749622647689,0.773964224306554,0.108426110537124,0.108426110537124,0.00347827303610049,0.00347827303610049,0.882336530563871,0.0685187902063522,0.00434991443404353,0.311231961760988,0.00434991443404353,0.857935270214188,NA,0.743026349804965,0.266281376207761,0.905387808098569,0.266281376207761,0.652745599490314,4.47515028283441e-05,4.47515028283441e-05,0.017054769881113,0.0517691648490761,0.138452267214975,0.138452267214975,5.52221673721931e-06,0.0685187902063522,0.163362372622828,0.163362372622828,0.100954970332608
"s__adolescentis",0.28845305691095,0.215673294801453,0.215673294801453,0.196456134413892,0.260986804981407,0.092535306772201,0.0422292300767457,0.690473157193491,0.690473157193491,0.690473157193491,0.39726703134415,0.582771190655955,0.582771190655955,0.582771190655955,0.478341732350337,0.0663042411210228,0.653417862343701,0.653417862343701,0.697759215350919,0.353533324070727,0.353533324070727,0.763632639490637,0.763632639490637,0.830867521365288,0.451517439757976,0.85518873411065,0.197539993106087,0.85518873411065,0.0173060530475713,0.743026349804965,NA,0.27181540567369,0.104247314471563,0.27181540567369,0.903037861654063,0.0729166194569453,0.0729166194569453,0.974870175949643,0.64972722618684,0.38915614132409,0.38915614132409,0.601312983077336,0.451517439757976,0.241990755026917,0.241990755026917,0.52224975777375
"g__Rothia",0.580789781032983,0.263935543482651,0.263935543482651,0.964360771062472,0.672071229387263,0.0323685989223617,0.308461904393678,0.222294222950298,0.222294222950298,0.222294222950298,0.0770758379895851,0.779187919152674,0.779187919152674,0.779187919152674,0.288773181856129,0.713517693890045,0.452619853415289,0.452619853415289,0.2959815009672,0.656287771508824,0.656287771508824,0.889390775174381,0.889390775174381,0.395283717202777,0.0853203776276545,0.628559495986412,0.88314703959176,0.628559495986412,0.957099053324426,0.266281376207761,0.27181540567369,NA,0.426928472818154,0,0.54817399340938,0.161092894417395,0.161092894417395,0.00180821299767953,0.0012640626767606,0.00458353169018011,0.00458353169018011,0.118538378856264,0.386809184260206,0.439724731525401,0.439724731525401,0.124114687318049
