"","c__Gammaproteobacteria","f__Enterobacteriaceae","o__Enterobacteriales","f__Prevotellaceae","f__Paraprevotellaceae","f__Myxococcales.0319.6G20","s__Myxococcales.sp","c__Lentisphaeria","o__Victivallales","p__Lentisphaerae","g__Streptococcus","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__Paraprevotella","g__Paraprevotella.1","g__Blautia","g__Erysipelotrichaceae.cc_115","s__Erysipelotrichaceae.cc_115.sp","s__symbiosum.","s__Desulfovibrionaceae.sp","g__Desulfovibrionaceae.unidentified","f__Brevibacteriaceae","s__Brevibacterium.sp","s__ramosum.","s__Sphingomonas.sp","s__Tepidimonas.sp","f__Microbacteriaceae","g__Tepidimonas","s__hathewayi.","g__Staphylococcus","s__adolescentis.","g__Rothia","s__citroniae.","s__mucilaginosa.","s__distasonis.","g__Actinomyces","s__Actinomyces","s__stutzeri.","o__Alteromonadales","g__Shewanella","f__Shewanellaceae","c__Bacilli","s__Roseburia.sp","s__Parvimonas.sp","g__Parvimonas","s__fragilis."
"s__ramosum.",-0.174929614508299,-0.16417719228555,-0.16417719228555,-0.0615800577697483,-0.142293731829699,-0.141632176098436,-0.165308634626611,-0.158958352839442,-0.158958352839442,-0.158958352839442,-0.174297949797099,-0.123359044630441,-0.123359044630441,-0.123359044630441,-0.0674428116463366,-0.0674428116463366,-0.0515304140051783,-0.145434069657516,-0.145434069657516,-0.133845876793082,-0.104444735405057,-0.104444735405057,-0.0741998548609207,-0.0741998548609207,1,0.103611956141117,-0.130451657731111,-0.0231658700051206,-0.130451657731111,-0.0187874102205608,-0.15114730556111,-0.0915628174321394,-0.0131124087258891,0.00197898208671983,-0.0080091828589127,-0.0240483366660091,-0.09134589044807,-0.09134589044807,-0.0804681342476386,-0.0903186551957205,-0.000689564467065721,-0.000689564467065721,-0.210771333865641,0.0847555581942731,-0.0849531384536977,-0.0849531384536977,0.154355571053254
"s__Sphingomonas.sp",-0.0120073063925741,-0.0114910829917487,-0.0114910829917487,-0.136409368314088,-0.0877234978333886,-0.121881063540016,-0.0716662388972831,-0.0835174408294891,-0.0835174408294891,-0.0835174408294891,-0.0232626261232934,-0.117593400957776,-0.117593400957776,-0.117593400957776,-0.108214304701273,-0.108214304701273,0.0750998991480172,-0.0779675482137906,-0.0779675482137906,-0.0919488290696594,-0.105806930146899,-0.105806930146899,0.265332023552274,0.265332023552274,0.103611956141117,1,0.222412247249838,0.0729445104784653,0.222412247249838,-0.1216715574291,0.0947848383882561,0.342359007176831,0.019538225233335,0.0296523802029682,0.0164938204155141,-0.00339888529105075,0.778380000623692,0.778380000623692,0.0620061211469428,0.259651769028599,-0.000963147324710031,-0.000963147324710031,0.0292104250918313,0.968206631549922,-0.0560635569343719,-0.0560635569343719,-0.0642502462886532
"s__Tepidimonas.sp",0.523760607876187,0.527438707206946,0.527438707206946,-0.222377699741512,0.00760990518499166,0.468064001091649,0.675031128265316,-0.199395792614854,-0.199395792614854,-0.199395792614854,-0.0369962884837918,-0.231269145105575,-0.231269145105575,-0.231269145105575,-0.115424925052114,-0.115424925052114,-0.334535723244527,-0.144814006600248,-0.144814006600248,-0.0707676019070325,-0.0414238746844564,-0.0414238746844564,0.0648917616018573,0.0648917616018573,-0.130451657731111,0.222412247249838,1,0.0688349637965778,1,-0.105487766997414,0.624769539101294,-0.0921678087561454,0.209821337455541,0.121159639888611,0.214512098950834,0.150881150438504,0.504229184044621,0.504229184044621,0.0235262856949976,0.123859404843211,0.363307316123954,0.363307316123954,0.38761204535833,0.194249789909011,0.176386707235363,0.176386707235363,-0.0840447832030261
"f__Microbacteriaceae",0.205771170689679,0.200958649036736,0.200958649036736,-0.0957910351213314,-0.147013729442983,-0.000216695403078011,-0.00691943906618875,-0.148944562477049,-0.148944562477049,-0.148944562477049,0.0792616593086051,-0.154896107739323,-0.154896107739323,-0.154896107739323,-0.0597972089574234,-0.0597972089574234,-0.0538191574793233,0.0244642405681074,0.0244642405681074,0.00268371815346879,0.0407235460016301,0.0407235460016301,-0.0421021462952489,-0.0421021462952489,-0.0231658700051206,0.0729445104784653,0.0688349637965778,1,0.0688349637965778,-0.108061243409045,0.0878076337093265,-0.184142640184584,0.293825685868212,-0.0283648408220596,0.306427249077408,0.102144439235851,0.0379387785521633,0.0379387785521633,0.00373924749078485,0.47177577575666,0.509053046003206,0.509053046003206,0.0756300931537887,0.0616692229170779,-0.0987384810646554,-0.0987384810646554,0.0647281631310719
"g__Tepidimonas",0.523760607876187,0.527438707206946,0.527438707206946,-0.222377699741512,0.00760990518499166,0.468064001091649,0.675031128265316,-0.199395792614854,-0.199395792614854,-0.199395792614854,-0.0369962884837918,-0.231269145105575,-0.231269145105575,-0.231269145105575,-0.115424925052114,-0.115424925052114,-0.334535723244527,-0.144814006600248,-0.144814006600248,-0.0707676019070325,-0.0414238746844564,-0.0414238746844564,0.0648917616018573,0.0648917616018573,-0.130451657731111,0.222412247249838,1,0.0688349637965778,1,-0.105487766997414,0.624769539101294,-0.0921678087561454,0.209821337455541,0.121159639888611,0.214512098950834,0.150881150438504,0.504229184044621,0.504229184044621,0.0235262856949976,0.123859404843211,0.363307316123954,0.363307316123954,0.38761204535833,0.194249789909011,0.176386707235363,0.176386707235363,-0.0840447832030261
"s__hathewayi.",-0.199957752864885,-0.192744173425248,-0.192744173425248,0.0733413360282389,-0.150190467340972,-0.174856235424137,-0.188313507574534,0.227648441296101,0.227648441296101,0.227648441296101,-0.0687560854279501,0.0246617761865264,0.0246617761865264,0.0246617761865264,-0.0931150839328115,-0.0931150839328115,-0.0953014743283014,-0.112076847936059,-0.112076847936059,0.389777036896719,-0.189704977436423,-0.189704977436423,-0.13114622532424,-0.13114622532424,-0.0187874102205608,-0.1216715574291,-0.105487766997414,-0.108061243409045,-0.105487766997414,1,-0.100573983766093,0.340710265003883,-0.0869495313322902,0.302383833180049,-0.088386772273037,-0.11227559628012,0.0676221005306834,0.0676221005306834,-0.0103133261363807,-0.118909107406047,-0.0596393604886776,-0.0596393604886776,-0.0695254850348726,-0.0977326557551087,0.264062162099942,0.264062162099942,0.12673141403178
"g__Staphylococcus",0.449780086217364,0.417387255790267,0.417387255790267,-0.13953115370174,-0.156701287933348,0.341783923008822,0.440823745270773,-0.139836979340184,-0.139836979340184,-0.139836979340184,0.597867986936119,0.348212019858652,0.348212019858652,0.348212019858652,-0.159357246590292,-0.159357246590292,-0.392670946546442,-0.221474833678701,-0.221474833678701,-0.119320717799702,-0.23881448358299,-0.23881448358299,0.59641862854469,0.59641862854469,-0.15114730556111,0.0947848383882561,0.624769539101294,0.0878076337093265,0.624769539101294,-0.100573983766093,1,-0.00937905923546015,0.336377303528609,0.0999558312485593,0.331095261410517,-0.0950181672770545,0.395048908824315,0.395048908824315,0.284864520180386,0.192363842545353,0.279828800111411,0.279828800111411,0.777484810675977,0.0506100475033144,0.220588068570025,0.220588068570025,0.0272361183035351
"s__adolescentis.",-0.185353559782973,-0.203157837202143,-0.203157837202143,-0.0740389965652522,-0.124985771606387,-0.243558535933301,-0.286238925559,0.0790478602899698,0.0790478602899698,0.0790478602899698,0.0711081797908984,-0.0304763016915109,-0.0304763016915109,-0.0304763016915109,-0.156491626815292,-0.156491626815292,-0.00702587411403939,-0.132628608555224,-0.132628608555224,-0.055772287998902,-0.118700773597988,-0.118700773597988,-0.0270276004211251,-0.0270276004211251,-0.0915628174321394,0.342359007176831,-0.0921678087561454,-0.184142640184584,-0.0921678087561454,0.340710265003883,-0.00937905923546015,1,0.118769523397258,0.232451490632039,0.0921301042988321,-0.030139101883034,0.468237105953679,0.468237105953679,0.488013830824179,0.0893956081496594,-0.128351221030975,-0.128351221030975,0.285255533769771,0.368803378309043,0.0791519979553024,0.0791519979553024,0.0241818325992378
"g__Rothia",0.223400802369121,0.212444984076287,0.212444984076287,0.121141178362825,-0.107536169565321,-0.227924579652709,0.0566460886347069,0.23577517248,0.23577517248,0.23577517248,0.122634719042516,-0.172745017884309,-0.172745017884309,-0.172745017884309,-0.198677078506363,-0.198677078506363,-0.220252093253949,-0.100655159046706,-0.100655159046706,0.0250182271055884,-0.19282431818006,-0.19282431818006,0.0102718498460379,0.0102718498460379,-0.0131124087258891,0.019538225233335,0.209821337455541,0.293825685868212,0.209821337455541,-0.0869495313322902,0.336377303528609,0.118769523397258,1,-0.061514653869897,0.99856565928043,-0.0583028510782428,0.0795411673783418,0.0795411673783418,0.468723450352634,0.598716098504721,0.700157547160208,0.700157547160208,0.237732826377653,0.000802211241882174,-0.104656110280319,-0.104656110280319,0.0518771480295422
"s__citroniae.",-0.262956551457494,-0.258130080752206,-0.258130080752206,-0.363921710001493,-0.128749686458311,-0.158731283196386,-0.199386865540594,-0.258164836196589,-0.258164836196589,-0.258164836196589,-0.167398622551615,-0.215322247200685,-0.215322247200685,-0.215322247200685,0.0435085560542384,0.0435085560542384,-0.179839725123434,-0.186196210794346,-0.186196210794346,0.0964498774334963,-0.249548547640973,-0.249548547640973,-0.140766611587266,-0.140766611587266,0.00197898208671983,0.0296523802029682,0.121159639888611,-0.0283648408220596,0.121159639888611,0.302383833180049,0.0999558312485593,0.232451490632039,-0.061514653869897,1,-0.0821430211856023,0.498608121088036,0.317501006219779,0.317501006219779,0.364097548086911,-0.114680773484098,-0.145893115152223,-0.145893115152223,-0.02432885071164,-0.0359237482870784,0.5327004632995,0.5327004632995,0.37845595698416
"s__mucilaginosa.",0.232926647705381,0.222683082002746,0.222683082002746,0.131745085386663,-0.104991475126367,-0.226285071157308,0.0642606710953402,0.245882881886432,0.245882881886432,0.245882881886432,0.127759370382106,-0.173227375698673,-0.173227375698673,-0.173227375698673,-0.196493019506724,-0.196493019506724,-0.226247407242714,-0.0979567501383732,-0.0979567501383732,0.0262156765151538,-0.19048095046133,-0.19048095046133,0.0134819142922187,0.0134819142922187,-0.0080091828589127,0.0164938204155141,0.214512098950834,0.306427249077408,0.214512098950834,-0.088386772273037,0.331095261410517,0.0921301042988321,0.99856565928043,-0.0821430211856023,1,-0.0632775603754657,0.073062924370592,0.073062924370592,0.424943781360181,0.589043634712527,0.714040923321177,0.714040923321177,0.239223691477997,0.000826645906204766,-0.104003877898573,-0.104003877898573,0.0389844616503142
"s__distasonis.",-0.111188553959455,-0.107111005128011,-0.107111005128011,-0.0807523214921334,-0.0928498281322363,-0.116039509537273,-0.134642557730124,-0.115819275266603,-0.115819275266603,-0.115819275266603,-0.128740967123199,-0.0712781456498334,-0.0712781456498334,-0.0712781456498334,-0.117389403120043,-0.117389403120043,-0.194735831950061,-0.0936616215972958,-0.0936616215972958,-0.100926881677027,-0.103286255904431,-0.103286255904431,-0.0846283781758491,-0.0846283781758491,-0.0240483366660091,-0.00339888529105075,0.150881150438504,0.102144439235851,0.150881150438504,-0.11227559628012,-0.0950181672770545,-0.030139101883034,-0.0583028510782428,0.498608121088036,-0.0632775603754657,1,-0.0419470800006032,-0.0419470800006032,0.0832748916072182,-0.0996962890684226,-0.061964309530373,-0.061964309530373,-0.092383661344816,-0.0704798421693127,-0.0548105665493367,-0.0548105665493367,-0.0715537673972633
"g__Actinomyces",0.116132431647645,0.113783711677011,0.113783711677011,-0.231601790903646,-0.13031764837795,0.0485933136259023,0.107645031528012,-0.104734271963944,-0.104734271963944,-0.104734271963944,0.0487934648464493,-0.196955847143803,-0.196955847143803,-0.196955847143803,-0.0174922997973162,-0.0174922997973162,-0.141667092141586,-0.145593950446309,-0.145593950446309,-0.145751026607505,-0.166017965120006,-0.166017965120006,0.17537905897969,0.17537905897969,-0.09134589044807,0.778380000623692,0.504229184044621,0.0379387785521633,0.504229184044621,0.0676221005306834,0.395048908824315,0.468237105953679,0.0795411673783418,0.317501006219779,0.073062924370592,-0.0419470800006032,1,1,0.187265669714157,0.169338124838769,0.0722947135336054,0.0722947135336054,0.295561391632121,0.765095658071017,0.381713306985967,0.381713306985967,0.0274196706868606
"s__Actinomyces",0.116132431647645,0.113783711677011,0.113783711677011,-0.231601790903646,-0.13031764837795,0.0485933136259023,0.107645031528012,-0.104734271963944,-0.104734271963944,-0.104734271963944,0.0487934648464493,-0.196955847143803,-0.196955847143803,-0.196955847143803,-0.0174922997973162,-0.0174922997973162,-0.141667092141586,-0.145593950446309,-0.145593950446309,-0.145751026607505,-0.166017965120006,-0.166017965120006,0.17537905897969,0.17537905897969,-0.09134589044807,0.778380000623692,0.504229184044621,0.0379387785521633,0.504229184044621,0.0676221005306834,0.395048908824315,0.468237105953679,0.0795411673783418,0.317501006219779,0.073062924370592,-0.0419470800006032,1,1,0.187265669714157,0.169338124838769,0.0722947135336054,0.0722947135336054,0.295561391632121,0.765095658071017,0.381713306985967,0.381713306985967,0.0274196706868606
"s__stutzeri.",-0.0395165398446085,-0.0584841215920311,-0.0584841215920311,-0.0615437403390016,-0.0628177365626381,-0.0860632761957814,-0.102913484955407,-0.0206246333744759,-0.0206246333744759,-0.0206246333744759,0.0239265041732167,-0.0689139084563066,-0.0689139084563066,-0.0689139084563066,-0.100004331428307,-0.100004331428307,-0.0752172700973837,-0.0786990033770384,-0.0786990033770384,-0.0155663278441833,-0.0995575001732072,-0.0995575001732072,-0.0473298344227266,-0.0473298344227266,-0.0804681342476386,0.0620061211469428,0.0235262856949976,0.00373924749078485,0.0235262856949976,-0.0103133261363807,0.284864520180386,0.488013830824179,0.468723450352634,0.364097548086911,0.424943781360181,0.0832748916072182,0.187265669714157,0.187265669714157,1,0.232640802091054,0.0599391695912594,0.0599391695912594,0.129202978940448,0.0168759870167247,-0.0460017059002833,-0.0460017059002833,0.205286753999824
"o__Alteromonadales",0.126226731625825,0.118995608561782,0.118995608561782,-0.0968300552772201,-0.129972352133875,-0.15195290731672,-0.034714443434831,-0.0491555713397018,-0.0491555713397018,-0.0491555713397018,0.0373039114412683,-0.168529221119405,-0.168529221119405,-0.168529221119405,-0.207888889036263,-0.207888889036263,0.0498959351518118,-0.162969693650101,-0.162969693650101,0.0758916806536386,-0.209863718027601,-0.209863718027601,0.0308790622504121,0.0308790622504121,-0.0903186551957205,0.259651769028599,0.123859404843211,0.47177577575666,0.123859404843211,-0.118909107406047,0.192363842545353,0.0893956081496594,0.598716098504721,-0.114680773484098,0.589043634712527,-0.0996962890684226,0.169338124838769,0.169338124838769,0.232640802091054,1,0.58193517785745,0.58193517785745,0.093005574232267,0.193815486796519,-0.0904466180204743,-0.0904466180204743,0.0956396258708352
"g__Shewanella",0.149133148547945,0.143477650116102,0.143477650116102,-0.208509424013929,-0.110294377165376,-0.125403797304579,0.197275930681769,-0.145183173081562,-0.145183173081562,-0.145183173081562,0.103988745436262,-0.164003345061701,-0.164003345061701,-0.164003345061701,-0.141578202309084,-0.141578202309084,-0.139145454475916,-0.110986962145046,-0.110986962145046,0.154819884260813,-0.142923116603242,-0.142923116603242,0.0825588200370572,0.0825588200370572,-0.000689564467065721,-0.000963147324710031,0.363307316123954,0.509053046003206,0.363307316123954,-0.0596393604886776,0.279828800111411,-0.128351221030975,0.700157547160208,-0.145893115152223,0.714040923321177,-0.061964309530373,0.0722947135336054,0.0722947135336054,0.0599391695912594,0.58193517785745,1,1,0.167794342233015,0.0318427971929573,-0.0632694785578881,-0.0632694785578881,0.0523008263413392
"f__Shewanellaceae",0.149133148547945,0.143477650116102,0.143477650116102,-0.208509424013929,-0.110294377165376,-0.125403797304579,0.197275930681769,-0.145183173081562,-0.145183173081562,-0.145183173081562,0.103988745436262,-0.164003345061701,-0.164003345061701,-0.164003345061701,-0.141578202309084,-0.141578202309084,-0.139145454475916,-0.110986962145046,-0.110986962145046,0.154819884260813,-0.142923116603242,-0.142923116603242,0.0825588200370572,0.0825588200370572,-0.000689564467065721,-0.000963147324710031,0.363307316123954,0.509053046003206,0.363307316123954,-0.0596393604886776,0.279828800111411,-0.128351221030975,0.700157547160208,-0.145893115152223,0.714040923321177,-0.061964309530373,0.0722947135336054,0.0722947135336054,0.0599391695912594,0.58193517785745,1,1,0.167794342233015,0.0318427971929573,-0.0632694785578881,-0.0632694785578881,0.0523008263413392
"c__Bacilli",0.372870319274248,0.32765639237738,0.32765639237738,-0.126361232889131,-0.18351466899385,0.260670127356199,0.285170689209144,-0.0419852060894916,-0.0419852060894916,-0.0419852060894916,0.761288713313402,0.377600309829953,0.377600309829953,0.377600309829953,-0.182321643601659,-0.182321643601659,-0.358508844134073,-0.177135137615126,-0.177135137615126,-0.160138100882784,-0.256616897052958,-0.256616897052958,0.554169267779843,0.554169267779843,-0.210771333865641,0.0292104250918313,0.38761204535833,0.0756300931537887,0.38761204535833,-0.0695254850348726,0.777484810675977,0.285255533769771,0.237732826377653,-0.02432885071164,0.239223691477997,-0.092383661344816,0.295561391632121,0.295561391632121,0.129202978940448,0.093005574232267,0.167794342233015,0.167794342233015,1,0.0460853840714517,0.103047525191317,0.103047525191317,-0.0978235485620658
"s__Roseburia.sp",-0.0344439294372666,-0.0345607562255623,-0.0345607562255623,-0.126368006093241,-0.113376618287934,-0.10772888928593,-0.0407238087512554,-0.108874949908094,-0.108874949908094,-0.108874949908094,0.0150684923942973,-0.128571606917935,-0.128571606917935,-0.128571606917935,-0.093711370687613,-0.093711370687613,0.151143720907795,-0.0920131173562145,-0.0920131173562145,-0.0767918007275124,-0.0781343858083597,-0.0781343858083597,0.255157940086296,0.255157940086296,0.0847555581942731,0.968206631549922,0.194249789909011,0.0616692229170779,0.194249789909011,-0.0977326557551087,0.0506100475033144,0.368803378309043,0.000802211241882174,-0.0359237482870784,0.000826645906204766,-0.0704798421693127,0.765095658071017,0.765095658071017,0.0168759870167247,0.193815486796519,0.0318427971929573,0.0318427971929573,0.0460853840714517,1,-0.0716460932663412,-0.0716460932663412,-0.103170064571659
"s__Parvimonas.sp",-0.0575608869203984,-0.0511979381104845,-0.0511979381104845,-0.111316918683985,-0.0607667026719416,-0.0782222335497464,-0.0902366300071732,-0.0744051918436939,-0.0744051918436939,-0.0744051918436939,0.0139793387233826,-0.0921995307231705,-0.0921995307231705,-0.0921995307231705,-0.075857407823595,-0.075857407823595,-0.16367918128983,-0.0616160808093883,-0.0616160808093883,-0.0703046571623417,-0.0788095545916982,-0.0788095545916982,-0.0473470148429334,-0.0473470148429334,-0.0849531384536977,-0.0560635569343719,0.176386707235363,-0.0987384810646554,0.176386707235363,0.264062162099942,0.220588068570025,0.0791519979553024,-0.104656110280319,0.5327004632995,-0.104003877898573,-0.0548105665493367,0.381713306985967,0.381713306985967,-0.0460017059002833,-0.0904466180204743,-0.0632694785578881,-0.0632694785578881,0.103047525191317,-0.0716460932663412,1,1,-0.080259393307371
"g__Parvimonas",-0.0575608869203984,-0.0511979381104845,-0.0511979381104845,-0.111316918683985,-0.0607667026719416,-0.0782222335497464,-0.0902366300071732,-0.0744051918436939,-0.0744051918436939,-0.0744051918436939,0.0139793387233826,-0.0921995307231705,-0.0921995307231705,-0.0921995307231705,-0.075857407823595,-0.075857407823595,-0.16367918128983,-0.0616160808093883,-0.0616160808093883,-0.0703046571623417,-0.0788095545916982,-0.0788095545916982,-0.0473470148429334,-0.0473470148429334,-0.0849531384536977,-0.0560635569343719,0.176386707235363,-0.0987384810646554,0.176386707235363,0.264062162099942,0.220588068570025,0.0791519979553024,-0.104656110280319,0.5327004632995,-0.104003877898573,-0.0548105665493367,0.381713306985967,0.381713306985967,-0.0460017059002833,-0.0904466180204743,-0.0632694785578881,-0.0632694785578881,0.103047525191317,-0.0716460932663412,1,1,-0.080259393307371
"s__fragilis.",-0.150820335714535,-0.146638476867365,-0.146638476867365,-0.244524026036561,-0.126652321826528,-0.00868537309553107,0.00460470136342653,-0.163966232997342,-0.163966232997342,-0.163966232997342,-0.163895275766408,-0.177219981935779,-0.177219981935779,-0.177219981935779,0.464557181951195,0.464557181951195,-0.00684373094308753,-0.138462685883048,-0.138462685883048,-0.0933139873083582,-0.176036059207629,-0.176036059207629,-0.0900062997039781,-0.0900062997039781,0.154355571053254,-0.0642502462886532,-0.0840447832030261,0.0647281631310719,-0.0840447832030261,0.12673141403178,0.0272361183035351,0.0241818325992378,0.0518771480295422,0.37845595698416,0.0389844616503142,-0.0715537673972633,0.0274196706868606,0.0274196706868606,0.205286753999824,0.0956396258708352,0.0523008263413392,0.0523008263413392,-0.0978235485620658,-0.103170064571659,-0.080259393307371,-0.080259393307371,1
