"","Otu00001","Otu00057","Otu00023","Otu00002","Otu00046","Otu00003","Otu00213","Otu00015","Otu00007","Otu00049","Otu00083","Otu00203","Otu00207","Otu00018","Otu00028","Otu00013","Otu00300","Otu00033","Otu00171","Otu00073","Otu00108","Otu00075","Otu00014","Otu00101","Otu00005","Otu00027","Otu00154","Otu00077","Otu00036","Otu00035","Otu00006","Otu00050","Otu00559","Otu00056","Otu00022","Otu00009","Otu00393","Otu00024","Otu00189","Otu00012","Otu00011","Otu00162","Otu00346","Otu00090","Otu00111","Otu00048","Otu00194","Otu00119","Otu00020","Otu00039","Otu00044","Otu00081","Otu00275","Otu00184","Otu00099","Otu00059","Otu00040","Otu00160","Otu00010","Otu00512","Otu00008","Otu00004","Otu00107","Otu00053","Otu00078","Otu00110","Otu00091","Otu00491","Otu00069","Otu00079","Otu00037","Otu00029","Otu00178","Otu00038","Otu00041","Otu00092","Otu00234","Otu00514","Otu00058","Otu00047","Otu00067","Otu00043","Otu00085","Otu00054","Otu00122","Otu00068","Otu00088","Otu00126","Otu00096","Otu00031","Otu00034","Otu00131","Otu00061","Otu00324","Otu00285","Otu00045","Otu00032","Otu00120","Otu00264","Otu00607"
"1",24945,0,3,123,103,48,0,1292,1,1,22,1,0,18,10,14,0,98,0,20,0,2,18,28,104,8,19,0,1,427,122,2,0,73,4,40,0,8,0,7,25,0,0,0,2,2,4,0,18,0,3,7,11,1,1,5,1,12,21,0,12,59,0,5,5,3,0,0,1,1,14,7,0,90,3,0,0,0,18,59,1,2,7,11,10,3,16,0,0,0,3,0,1,0,0,2,4,1,0,0
"2",6773,2,14,9084,14,21,0,515,2,1,1,3,0,4,3,5,0,19,0,20,0,29,7,4,25,0,1,0,4,84,33,0,0,10,6,2,0,15,0,6,9,0,0,0,0,3,0,1,3,3,0,0,5,0,0,0,1,1,4,0,7,58,0,2,1,0,5,0,1,0,12,5,0,18,1,0,1,0,1,90,0,4,0,3,2,0,129,0,0,0,5,0,0,0,0,2,4,7,0,0
"3",10172,4,1,20583,47,81,0,2633,1,0,9,22,0,22,11,7,0,150,0,9,0,2,55,19,138,9,10,0,13,34,62,2,0,21,0,13,0,4,0,10,58,0,0,1,0,1,0,0,47,4,3,4,7,0,0,6,3,2,71,0,61,83,1,13,2,12,2,0,4,1,19,0,0,57,3,0,6,0,7,110,5,0,8,6,1,0,14,1,1,21,6,3,7,0,0,11,25,0,0,0
"4",24091,0,15,111,107,29,0,7459,1,3,52,14,0,91,3,10,0,191,0,60,0,2,12,38,152,14,23,1,3,954,107,8,0,51,3,14,0,7,0,27,20,0,1,1,0,11,0,1,19,4,0,1,13,0,0,1,1,11,34,0,28,55,1,6,10,2,0,0,2,0,15,1,0,122,25,1,13,0,1,59,1,5,0,0,9,2,10,0,5,2,0,0,0,4,0,2,4,0,0,0
"5",4903,0,0,6409,7,11,0,662,1,0,2,28,0,2,0,0,0,6,0,2,0,2,1,1,20,0,2,0,3,17,26,1,0,1,1,1,0,5,0,4,4,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,2,0,1,16,0,1,0,0,4,0,0,0,0,0,0,4,1,0,0,0,1,5,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
"6",6658,2,1,8031,22,18,0,277,0,2,4,14,0,3,1,5,0,10,0,12,0,3,5,19,15,2,5,0,3,22,22,2,0,9,0,1,0,7,0,1,5,3,0,0,0,3,0,0,1,1,4,0,8,0,0,1,1,5,6,0,9,30,0,5,2,10,10,0,0,0,4,0,0,30,0,0,1,0,0,4,0,1,0,7,0,0,0,0,2,1,3,0,0,0,0,1,3,0,0,0
"7",3463,0,31,56,55,1031,0,1,30,90,23,0,0,10,70,72,0,81,0,46,0,28,1236,27,2131,1,6,9,39,1,61,562,4,25,3,49,1,194,0,1438,1835,30,0,121,0,2,0,0,5,11,13,56,9,13,1,190,21,0,691,0,6590,566,61,552,4,1,5,0,245,29,27,128,53,40,167,25,3,6,803,44,273,3,65,69,6,2,116,62,38,233,706,0,32,2,1,19,1216,1,0,0
"8",3718,0,2,3,101,0,0,160,0,0,44,0,0,7,1,0,0,10,0,27,0,0,0,16,25,6,2,0,0,0,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,10,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0
"9",3549,0,1,0,34,3,0,354,0,0,16,0,0,5,3,0,0,32,0,20,0,5,0,6,11,4,13,0,0,0,11,0,0,22,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41,0,0,5,0,0,22,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0
"10",1972,0,4,0,68,0,0,66,0,0,23,0,0,1,3,1,0,8,0,28,0,0,0,19,8,2,11,0,0,0,11,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,79,0,0,0,0,0,11,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",2948,0,7,0,53,0,0,196,0,0,14,18,0,5,2,0,0,2,0,18,0,1,3,6,18,2,8,0,0,1,9,0,0,26,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2,0,5,0,0,0,0,11,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,44,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"12",5192,0,5,0,172,0,0,141,0,0,52,57,0,6,2,0,0,5,0,37,0,0,0,30,26,0,31,0,0,0,12,1,0,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,15,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,121,1,1,5,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",4562,0,15,2,135,0,0,14,0,0,37,121,0,7,2,1,0,8,0,32,0,0,0,19,24,1,12,0,0,0,12,2,0,84,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,5,0,7,0,0,0,0,9,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,84,0,1,9,0,0,3,0,0,0,0,1,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0
