"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99"
"1",1871.43626919919,1.41822129562645,-0.263776288026623,-1.01715064749945,-0.0445154208041189,0.298649427075299,-0.21177039212898,0.051814755682423,0.454196969966288,-0.214617895275458,-0.266146566175728,-1.98696325444754,0.0445498411666575,0.0792385453857068,-0.216732736329787,0.636442278248781,0.032172488329491,-1.53923409109888,1.04598260877952,-0.145191232095068,0.000480908420868839,-1.05071428826754,-0.0230458759849543,-0.0359730202044644,-0.00264416488336104,-0.0028129655837815,-0.987184452164603,0.464651362942958,0.362305120830383,-0.600669604855538,-1.31477904504055,0.546562359088394,0.234678014519442,-0.035769142184793,-0.637121251937661,0.28453007408233,0.069414035389485,-0.00648877241594884,-0.13308381573917,-0.0255624756168769,-0.281900043173317,0.785168426660263,0.46276663387892,-0.65931674689306,0.671013058385332,0.849270365130711,0.784101683899548,0.192663445760311,-0.0893785927487678,0.121736193576171,-0.0393236065999104,-0.0331570441097205,-0.00531827802865404,0.0556950510229418,0.00124846164068043,-0.253326301619509,0.767620177094227,-1.60072127613042,-1.03075717059639,0.213706061340839,-0.368519866444338,1.26810772923129,0.000786952783325623,0.0355460618747678,1.66983442700437,-0.225009731963144,0.0912059396538387,-0.637902673211712,-0.0563396010579963,-0.255278552267517,0.0728513255291432,-0.00978524764656562,-0.066200529274324,-0.110950834513352,-0.0419614397956907,-0.164308732403878,-0.191846235601857,0.540747653148463,-0.0657129409104218,0.926834980186654,0.327076439553883,-1.30451004790098,-0.0604418478292116,1.2055972432252,-1.42895046768332,-0.128717435935398,0.505535249589543,-0.0614459888435714,0.0031612817296863,0.0158829980396848,-0.000431894206069809,0.0393711057144556,0.631113748778083,-1.4780443609956,0.0434115300780079,-1.40954679588312,0.685637211651196,-0.926025664913444,-0.676834522183713
