"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99"
"1",1898.71498361354,1.49742423298062,-0.27464578658317,-1.05620488173839,-0.045816446616819,0.32148135602284,-0.22311521084199,0.0600505042964216,0.479725575723034,-0.232615840220739,-0.293410091406138,-2.03517046306393,0.0486083689031073,0.0877260332884441,-0.23019219398295,0.670039355161974,0.03467004713319,-1.60660906745375,1.0943837467853,-0.156304285768239,0.000497973912009586,-1.08626337774502,-0.0292895741244595,-0.0388127380429504,-0.00308637242063811,-0.00333241683350833,-1.02800945310626,0.491053847640907,0.383265389987624,-0.640798582540922,-1.35752452658651,0.576992956318663,0.250117975352899,-0.0387896780543287,-0.668861968951061,0.302056969221993,0.0760000957505359,-0.00674357692921625,-0.142556878008776,-0.0271496605389321,-0.29829190647967,0.821784455411192,0.489626214541721,-0.688435912437726,0.703643588369649,0.885015454874117,0.81792323083094,0.206261043687402,-0.0950244087645164,0.132054845634531,-0.0431725765676852,-0.0380335414835436,-0.00599625342793442,0.0604644948023402,0.00132406635584406,-0.269637741641088,0.799384038066334,-1.6406180413831,-1.06192293205796,0.229667308697498,-0.391675017057677,1.30783420178303,0.000820885689612371,0.0390606590260129,1.73956491950026,-0.242294066738766,0.0977366777638661,-0.667252371466863,-0.0616652274662323,-0.272915589363135,0.0770861968516585,-0.0107641495207264,-0.0707502661281855,-0.120777830538898,-0.0457939685197605,-0.178285854651099,-0.204452022745181,0.573597035057715,-0.0710897180671193,0.960361214023711,0.347895327851069,-1.34866531255224,-0.0678041076867404,1.25627829782584,-1.47232766270524,-0.139143867640079,0.534129256769988,-0.066588846195179,0.00351207855827153,0.0169754070619124,-0.000478312386224848,0.0418313484250367,0.660007003263097,-1.51870993649131,0.0461243345312861,-1.45145475257113,0.716923280778779,-0.961649208469198,-0.712081347176502
