"","f__Prevotellaceae","f__Paraprevotellaceae","g__Paraprevotella","g__Blautia","s__symbiosum","s__ramosum","f__Microbacteriaceae","s__hathewayi","g__Staphylococcus","s__adolescentis","s__citroniae","s__distasonis","s__stutzeri","o__Alteromonadales","s__fragilis","c__Gammaproteobacteria~f__Enterobacteriaceae~o__Enterobacteriales","f__Myxococcales 0319-6G20~s__Myxococcales sp","c__Lentisphaeria~o__Victivallales~p__Lentisphaerae","g__Streptococcus~f__Brevibacteriaceae~s__Brevibacterium sp~c__Bacilli","c__Coriobacteriia~o__Coriobacteriales~f__Coriobacteriaceae","g__Erysipelotrichaceae cc_115~s__Erysipelotrichaceae cc_115 sp","s__Desulfovibrionaceae sp~g__Desulfovibrionaceae unidentified","s__Sphingomonas sp~g__Actinomyces~s__Actinomyces~s__Roseburia sp","s__Tepidimonas sp~g__Tepidimonas","g__Rothia~s__mucilaginosa","g__Shewanella~f__Shewanellaceae","s__Parvimonas sp~g__Parvimonas"
"1",-0.111803398874989,-0.0572126797348996,-0.0743422510663326,-0.168296462892021,-0.0735455388508278,-0.0822612745660615,-0.0905069804006731,-0.0811121887861104,0.514708667203909,-0.121523382480292,-0.117227441085328,-0.0497929597731988,-0.0445269783027994,-0.089017043613571,-0.0779812867365084,-0.575322214675207,-0.769788696732563,-0.0782328858015578,-0.175330542027592,-0.0828226582022254,-0.0605159678244838,-0.0743422510663336,0.0952944468547674,-0.706352801820329,-0.104870286096571,-0.0583211843519808,-0.0339031751810419
"2",0.111803398874989,-0.0572126797348996,-0.0743422510663326,-0.168296462892021,-0.0735455388508278,-0.0822612745660615,0.338210295181468,-0.0811121887861104,-0.11128836047652,-0.121523382480292,-0.117227441085328,-0.0497929597731988,-0.0445269783027994,0.032369834041296,-0.0779812867365084,-0.575322214675207,-0.202636380746433,-0.0782328858015578,0.0608791864064504,-0.0828226582022254,-0.0605159678244838,-0.0743422510663336,-0.0803999735306233,0.0932918794857057,-0.104870286096571,-0.0583211843519808,-0.0339031751810419
"3",-0.111803398874989,-0.0572126797348996,0.762008073429912,-0.168296462892021,-0.0735455388508278,0.054840849710709,-0.0905069804006731,-0.0811121887861104,-0.00695552252978215,-0.121523382480292,0.193080491199365,-0.0497929597731988,-0.0445269783027994,-0.089017043613571,0.701831580628546,0.0828664149059664,-0.060848301749901,-0.0782328858015578,0.0608791864064504,-0.0828226582022254,-0.0605159678244838,-0.0743422510663336,0.00744723666207437,0.0932918794857057,-0.104870286096571,-0.0583211843519808,-0.0339031751810419
"4",-0.111803398874989,-0.0572126797348996,-0.0743422510663326,-0.168296462892021,-0.0735455388508278,-0.0822612745660615,-0.0905069804006731,0.303103442305996,0.201710153363694,0.0868024160573528,0.503388423484059,-0.0497929597731988,-0.0445269783027994,-0.089017043613571,-0.0779812867365084,0.0828664149059664,0.0809397772466323,-0.0782328858015578,-0.0258911761814173,-0.0828226582022254,-0.0605159678244838,-0.0743422510663336,0.183141657047465,-0.173256347616308,-0.104870286096571,-0.0583211843519808,0.983192080250174
"5",-0.111803398874989,-0.0572126797348996,-0.0743422510663326,0.192338814733737,-0.0735455388508278,0.191942973987479,0.195304536654087,0.303103442305996,-0.00695552252978215,-0.0173604832114694,0.193080491199365,-0.0497929597731988,-0.0445269783027994,-0.089017043613571,0.571862769401037,0.0828664149059664,0.0809397772466323,-0.0782328858015578,0.110692308355175,-0.0828226582022254,-0.0605159678244838,-0.0743422510663336,-0.0803999735306233,0.0932918794857057,-0.104870286096571,-0.0583211843519808,-0.0339031751810419
"6",0.559016994374948,0.0748165811917917,-0.0743422510663326,-0.168296462892021,-0.0735455388508278,-0.0822612745660615,0.0523987781267072,-0.0811121887861104,0.097377315416956,-0.121523382480292,-0.117227441085328,-0.0497929597731988,0.122449190332708,0.153756711696163,-0.0779812867365084,-0.24622789988462,0.0809397772466323,0.561854361665737,-0.0258911761814173,-0.0828226582022254,-0.0605159678244838,-0.0743422510663336,-0.0803999735306233,0.0932918794857057,0.437562228196027,-0.0583211843519808,-0.0339031751810419
"7",-0.111803398874989,-0.0572126797348996,-0.0743422510663326,-0.168296462892021,0.705171931334413,-0.0822612745660615,-0.0905069804006731,0.431175319336698,-0.11128836047652,-0.121523382480292,0.193080491199365,-0.0497929597731988,-0.0445269783027994,-0.089017043613571,-0.0779812867365084,0.0828664149059664,0.0809397772466323,-0.0782328858015578,0.110692308355175,-0.0828226582022254,0.0691611060851247,-0.0743422510663336,-0.0803999735306233,0.0932918794857057,-0.104870286096571,-0.0583211843519808,-0.0339031751810419
"8",-0.111803398874989,-0.0572126797348996,-0.0743422510663326,0.43276233315091,0.575385686303539,-0.0822612745660615,-0.0905069804006731,0.0469596882445918,-0.11128836047652,0.0868024160573528,-0.0137914636570967,-0.0497929597731988,-0.0445269783027994,-0.089017043613571,-0.0779812867365084,0.0828664149059664,-0.060848301749901,-0.0782328858015578,0.110692308355175,0.227762310056122,-0.0605159678244838,-0.0743422510663336,-0.0803999735306233,0.0932918794857057,-0.104870286096571,-0.0583211843519808,-0.0339031751810419
"9",-0.111803398874989,0.734962885825248,-0.0743422510663326,0.0721270555251511,-0.0735455388508278,-0.0822612745660615,-0.0905069804006731,-0.0811121887861104,-0.11128836047652,-0.0173604832114694,-0.0137914636570967,-0.0497929597731988,-0.0445269783027994,-0.089017043613571,-0.0779812867365084,0.0828664149059664,0.0809397772466323,-0.0782328858015578,0.110692308355175,-0.0828226582022254,-0.0605159678244838,-0.0743422510663336,-0.0803999735306233,0.0932918794857057,-0.104870286096571,-0.0583211843519808,-0.0339031751810419
"10",-0.111803398874989,-0.0572126797348996,-0.0743422510663326,-0.0480847036834352,-0.0735455388508278,0.740351471094561,-0.0905069804006731,-0.0811121887861104,-0.11128836047652,-0.121523382480292,-0.0137914636570967,-0.0497929597731988,-0.0445269783027994,-0.089017043613571,-0.0779812867365084,0.0828664149059664,0.0809397772466323,-0.0782328858015578,0.110692308355175,0.0724698259269498,-0.0605159678244838,0.0650494696830415,-0.0440080289714702,0.0932918794857057,0.00361621676194862,-0.0583211843519808,-0.0339031751810419
"11",0.223606797749979,-0.0572126797348996,-0.0743422510663326,-0.0480847036834352,-0.0735455388508278,0.46614722254102,-0.0905069804006731,-0.0811121887861104,-0.11128836047652,-0.0173604832114694,-0.0137914636570967,0.116183572804124,-0.0445269783027994,-0.089017043613571,-0.0779812867365084,0.0828664149059664,0.0809397772466323,0.0284483221096574,0.110692308355175,-0.0828226582022254,-0.0605159678244838,-0.0743422510663336,-0.0803999735306233,0.0932918794857057,0.112102719620468,-0.0583211843519808,-0.0339031751810419
