"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28"
"1",282.390374500611,0.0539189662015303,0.00589853915288085,-0.0587094945958089,0.00498366121695803,-0.00651104602771864,-0.195592994827816,0.342916070620913,-0.157291192655283,0.10327325258024,-0.0280108646913288,-0.257183882341677,-0.789113807330741,0.00808124235291163,0.0171923837339207,-0.0023742898253423,-0.0090290448785639,0.000277498706754761,0.000447117177957221,-0.0500026140304562,0.366064619292586,0.0196866038246972,0.0409377932274261,-0.000671464365344751,0.516613655738223,0.00719273047411306,-0.0115833181987922,0.00406254416941887
