"","c__Gammaproteobacteria","f__Enterobacteriaceae","o__Enterobacteriales","f__Myxococcales 0319-6G20","s__Myxococcales sp","c__Lentisphaeria","o__Victivallales","p__Lentisphaerae","g__Streptococcus","f__Brevibacteriaceae","s__Brevibacterium sp","c__Bacilli","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__Erysipelotrichaceae cc_115","s__Erysipelotrichaceae cc_115 sp","s__Desulfovibrionaceae sp","g__Desulfovibrionaceae unidentified","s__Sphingomonas sp","g__Actinomyces","s__Actinomyces","s__Roseburia sp","s__Tepidimonas sp","g__Tepidimonas","g__Rothia","s__mucilaginosa","g__Shewanella","f__Shewanellaceae","s__Parvimonas sp","g__Parvimonas"
"PCA Loadings","-0.573412643272275","-0.579309045560097","-0.579309045560097","-0.661430751941418","-0.750006240231513","0.577350269189626","0.577350269189626","0.577350269189626","-0.474912181367601","-0.427031671283997","-0.427031671283997","-0.640114304971745","0.577350269189626","0.577350269189626","0.577350269189626","0.707106781186548","0.707106781186547","0.707106781186547","0.707106781186547","0.451132795442906","0.544499036616108","0.544499036616108","0.451132795442906","-0.707106781186548","-0.707106781186547","0.707106781186547","0.707106781186548","0.707106781186548","0.707106781186547","0.707106781186546","0.707106781186549"
